Quarter,Time,Down,ToGo,Location,BUF,JAX,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Bills won the coin toss and deferred, Jaguars to receive the opening kickoff.",,
1,15:00,,,BUF 35,0,0,"Tyler Bass kicks off 65 yards, touchback.",0.000,0.610
1,15:00,1,10,JAX 25,0,0,Trevor Lawrence pass complete short right to Dan Arnold for 11 yards (tackle by Matt Milano),0.610,1.330
1,14:20,1,10,JAX 36,0,0,Carlos Hyde up the middle for 6 yards (tackle by Levi Wallace),1.330,1.600
1,14:11,2,4,JAX 42,0,0,"Penalty on Laviska Shenault: Taunting / Offense, 15 yards (accepted) (no play)",1.600,-0.430
1,13:45,2,19,JAX 27,0,0,Carlos Hyde up the middle for 3 yards (tackle by Gregory Rousseau),-0.430,-0.690
1,13:06,3,16,JAX 30,0,0,Trevor Lawrence pass complete short left to Laviska Shenault for 4 yards (tackle by Taron Johnson),-0.690,-1.110
1,13:06,4,12,JAX 34,0,0,"Penalty on Tre'Davious White: Unnecessary Roughness / Defense, 15 yards (accepted) (no play)",-1.110,2.190
1,12:37,1,10,JAX 49,0,0,Trevor Lawrence pass incomplete short left intended for Luke Farrell,2.190,1.650
1,12:32,2,10,JAX 49,0,0,Trevor Lawrence pass complete short left to Carlos Hyde for 6 yards (tackle by Harrison Phillips),1.650,1.750
1,11:49,3,4,BUF 45,0,0,Trevor Lawrence right end for 2 yards (tackle by Tremaine Edmunds),1.750,0.400
1,11:00,4,2,BUF 43,0,0,Trevor Lawrence pass complete short left to Jamal Agnew for 23 yards (tackle by Tremaine Edmunds and Jordan Poyer),0.400,4.240
1,10:20,1,10,BUF 20,0,0,Carlos Hyde up the middle for 3 yards (tackle by Taron Johnson),4.240,4.120
1,9:44,2,7,BUF 17,0,0,Laviska Shenault left end for -4 yards (tackle by Levi Wallace),4.120,2.870
1,9:06,3,11,BUF 21,0,0,Trevor Lawrence pass incomplete short left intended for Jamal Agnew,2.870,2.060
1,9:00,4,11,BUF 21,0,3,Matthew Wright 39 yard field goal good,2.060,3.000
1,8:57,,,JAX 35,0,3,"Matthew Wright kicks off 64 yards, returned by Isaiah McKenzie for 45 yards (tackle by Rayshawn Jenkins)",0.000,1.990
1,8:50,1,10,BUF 46,0,3,Josh Allen pass incomplete short left,1.990,1.450
1,8:45,2,10,BUF 46,0,3,Josh Allen pass complete short middle to Devin Singletary for 7 yards (tackle by Josh Allen),1.450,1.690
1,8:07,3,3,JAX 47,0,3,Josh Allen scrambles right end for 15 yards (tackle by Josh Allen),1.690,3.450
1,7:28,1,10,JAX 32,0,3,Josh Allen pass incomplete deep middle intended for Emmanuel Sanders,3.450,2.900
1,7:24,2,10,JAX 32,0,3,Josh Allen pass incomplete short right intended for Stefon Diggs,2.900,2.210
1,7:19,3,10,JAX 32,0,3,Josh Allen scrambles right end for 12 yards (tackle by Dawuane Smoot),2.210,4.240
1,6:36,1,10,JAX 20,0,3,Josh Allen pass complete short left to Cole Beasley for 1 yard (tackle by Tyson Campbell),4.240,3.820
1,6:01,2,9,JAX 19,0,3,Josh Allen pass complete deep left to Emmanuel Sanders for 16 yards,3.820,6.510
1,5:32,1,3,JAX 3,0,3,Zack Moss up the middle for -3 yards (tackle by Josh Allen),6.510,4.950
1,4:50,2,6,JAX 6,0,3,Josh Allen pass complete short right to Cole Beasley for no gain (tackle by Myles Jack),4.950,4.040
1,4:08,3,6,JAX 6,0,3,Josh Allen pass incomplete short right intended for Zack Moss (defended by Damien Wilson),4.040,2.990
1,3:57,4,6,JAX 6,3,3,Tyler Bass 24 yard field goal good,2.990,3.000
1,3:54,,,BUF 35,3,3,"Tyler Bass kicks off 65 yards, touchback.",0.000,0.610
1,3:54,1,10,JAX 25,3,3,Trevor Lawrence pass incomplete short middle intended for Dan Arnold,0.610,0.060
1,3:50,2,10,JAX 25,3,3,Carlos Hyde left end for -1 yards (tackle by Star Lotulelei),0.060,-0.760
1,3:04,3,11,JAX 24,3,3,Trevor Lawrence sacked by Mario Addison for -6 yards,-0.760,-2.240
1,2:29,4,17,JAX 18,3,3,"Logan Cooke punts 53 yards, fair catch by Isaiah McKenzie at BUF-29",-2.240,-0.870
1,2:23,1,10,BUF 29,3,3,Josh Allen pass complete short right to Cole Beasley for 4 yards (tackle by Damien Wilson),0.870,0.870
1,1:48,2,6,BUF 33,3,3,Josh Allen pass complete short middle to Devin Singletary for 9 yards (tackle by Myles Jack and Damien Wilson),0.870,1.730
1,1:10,1,10,BUF 42,3,3,Devin Singletary right end for 1 yard (tackle by Roy Robertson-Harris),1.730,1.320
1,0:36,2,9,BUF 43,3,3,Josh Allen pass complete short left to Cole Beasley for 9 yards (tackle by Damien Wilson),1.320,2.390
Quarter,Time,Down,ToGo,Location,BUF,JAX,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,JAX 48,3,3,Josh Allen pass complete short left to Stefon Diggs for 14 yards (tackle by Myles Jack),2.390,3.310
2,14:35,1,10,JAX 34,3,3,Josh Allen pass complete short right to Cole Beasley for 1 yard (tackle by Andrew Wingard),3.310,2.910
2,13:56,2,9,JAX 33,3,3,Josh Allen pass complete short middle to Devin Singletary for 7 yards (tackle by Myles Jack and Rudy Ford),2.910,3.140
2,13:11,3,2,JAX 26,3,3,Josh Allen pass complete short right to Cole Beasley for 2 yards,3.140,3.970
2,12:36,1,10,JAX 24,3,3,"Josh Allen pass incomplete short middle intended for Cole Beasley. Penalty on Dion Dawkins: Unnecessary Roughness / Offense, 15 yards (accepted) (no play)",3.970,2.980
2,12:35,1,25,JAX 39,3,3,Josh Allen pass incomplete short left intended for Emmanuel Sanders (defended by Rudy Ford),2.980,1.400
2,12:23,,,,,,Timeout #1 by Buffalo Bills,,
2,12:23,2,25,JAX 39,3,3,Josh Allen sacked by Taven Bryan for -6 yards,1.400,-0.030
2,11:42,3,31,JAX 45,3,3,Josh Allen scrambles left end for 22 yards (tackle by Josh Allen),-0.030,1.930
2,11:03,4,9,JAX 23,6,3,Tyler Bass 41 yard field goal good,1.930,3.000
2,10:59,,,BUF 35,6,3,"Tyler Bass kicks off 65 yards, touchback.",0.000,0.610
2,10:59,1,10,JAX 25,6,3,"Carlos Hyde up the middle for no gain (tackle by Jordan Poyer). Penalty on Laquon Treadwell: Illegal Motion, 5 yards (accepted) (no play)",0.610,0.280
2,10:28,1,15,JAX 20,6,3,Trevor Lawrence pass complete short middle to Marvin Jones for 12 yards (tackle by Jordan Poyer),0.280,1.010
2,9:55,2,3,JAX 32,6,3,Trevor Lawrence pass complete short right to Jamal Agnew for -1 yards (tackle by Micah Hyde),1.010,0.170
2,9:16,3,4,JAX 31,6,3,Trevor Lawrence pass complete short right to Laviska Shenault for 6 yards (tackle by Tre'Davious White and Tremaine Edmunds),0.170,1.400
2,8:39,1,10,JAX 37,6,3,Carlos Hyde up the middle for 15 yards (tackle by Micah Hyde),1.400,2.390
2,7:57,1,10,BUF 48,6,3,"Dare Ogunbowale right end for 1 yard (tackle by Vernon Butler). Penalty on Siran Neal: Illegal Use of Hands / Defense, 5 yards (accepted)",2.390,2.790
2,7:30,1,10,BUF 42,6,3,"Trevor Lawrence pass complete short right to Laviska Shenault for 5 yards (tackle by Tre'Davious White and Jerry Hughes). Penalty on Tyler Shatley: Offensive Illegal Block Above the Waist, 10 yards (accepted)",2.790,2.460
2,6:53,1,15,BUF 47,6,3,Trevor Lawrence pass complete short left to Jamal Agnew for 5 yards (tackle by Levi Wallace),2.460,2.240
2,6:23,2,10,BUF 42,6,3,Trevor Lawrence pass complete short right to Marvin Jones for 5 yards (tackle by Siran Neal),2.240,2.210
2,5:41,3,5,BUF 37,6,3,"Trevor Lawrence pass incomplete short middle. Penalty on Jawaan Taylor: Offensive Holding, 10 yards (declined)",2.210,0.790
2,5:36,4,5,BUF 37,6,6,Matthew Wright 55 yard field goal good,0.790,3.000
2,5:30,,,JAX 35,6,6,"Matthew Wright kicks off 62 yards, returned by Isaiah McKenzie for 33 yards (tackle by Rayshawn Jenkins and Andre Cisco). Penalty on A.J. Klein: Unnecessary Roughness / Offense, 15 yards (accepted)",0.000,0.340
2,5:22,1,10,BUF 21,6,6,Devin Singletary up the middle for 4 yards (tackle by Roy Robertson-Harris),0.340,0.340
2,4:53,2,6,BUF 25,6,6,Josh Allen pass complete short right to Cole Beasley for 9 yards (tackle by Tyson Campbell),0.340,1.200
2,4:19,1,10,BUF 34,6,6,Devin Singletary up the middle for -1 yards (tackle by Myles Jack),1.200,0.520
2,3:49,2,11,BUF 33,6,6,Josh Allen pass incomplete deep middle intended for Cole Beasley,0.520,-0.160
2,3:41,3,11,BUF 33,6,6,Josh Allen pass incomplete deep right intended for Emmanuel Sanders,-0.160,-1.180
2,3:33,4,11,BUF 33,6,6,"Matt Haack punts 59 yards, returned by Jamal Agnew for 14 yards (tackle by Taiwan Jones and Tyler Matakevich)",-1.180,-0.410
2,3:20,1,10,JAX 22,6,6,"Trevor Lawrence pass incomplete short right intended for Marvin Jones JAX challenged the pass completion ruling, and the original play was overturned. Trevor Lawrence pass complete short right to Marvin Jones for 4 yards",0.410,0.410
2,3:02,2,6,JAX 26,6,6,"Carlos Hyde up the middle for no gain (tackle by Tremaine Edmunds). Penalty on Star Lotulelei: Defensive Holding, 5 yards (accepted) (no play)",0.410,1.000
2,2:36,1,10,JAX 31,6,6,Carlos Hyde up the middle for -2 yards (tackle by Jordan Poyer),1.000,0.190
2,2:00,2,12,JAX 29,6,6,C.J. Beathard pass complete short left to Dan Arnold for 5 yards (tackle by Matt Milano and Star Lotulelei),0.190,0.170
2,1:51,,,,,,Timeout #2 by Buffalo Bills,,
2,1:51,3,7,JAX 34,6,6,"C.J. Beathard pass complete deep left to Dan Arnold for 28 yards (tackle by Tre'Davious White) Replay Assistant challenged the pass completion ruling, and the play was upheld.",0.170,3.050
2,1:45,1,10,BUF 38,6,6,Carlos Hyde up the middle for 3 yards (tackle by Star Lotulelei),3.050,2.910
2,1:41,,,,,,Timeout #3 by Buffalo Bills,,
2,1:41,2,7,BUF 35,6,6,"C.J. Beathard pass incomplete deep left intended for Jamal Agnew. Penalty on Tremaine Edmunds: Roughing the Passer, 15 yards (accepted) (no play)",2.910,4.240
2,1:33,1,10,BUF 20,6,6,"Carlos Hyde up the middle for no gain. Carlos Hyde fumbles (forced by Jerry Hughes), recovered by Levi Wallace at BUF-20 (tackle by Jerry Hughes)",4.240,-0.280
2,1:26,1,10,BUF 20,6,6,Josh Allen scrambles up the middle for 1 yard (tackle by Josh Allen),0.280,-0.130
2,0:55,2,9,BUF 21,6,6,Josh Allen pass complete short left to Stefon Diggs for 11 yards (tackle by Nevin Lawson),-0.130,1.070
2,0:33,1,10,BUF 32,6,6,Josh Allen pass incomplete short middle intended for Zack Moss,1.070,0.530
2,0:28,2,10,BUF 32,6,6,Josh Allen sacked by Josh Allen for -10 yards,0.530,-1.480
2,0:21,,,,,,Timeout #1 by Jacksonville Jaguars,,
2,0:21,3,20,BUF 22,6,6,Zack Moss up the middle for 7 yards (tackle by Rudy Ford),-1.480,-1.440
2,0:16,,,,,,Timeout #2 by Jacksonville Jaguars,,
2,0:16,4,13,BUF 29,6,6,Matt Haack punts 41 yards downed by Gabriel Davis,-1.440,-0.940
2,0:03,1,10,JAX 30,6,6,Trevor Lawrence kneels for -1 yards,0.940,0.260
Quarter,Time,Down,ToGo,Location,BUF,JAX,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,JAX 35,6,6,"Matthew Wright kicks off 63 yards, returned by Isaiah McKenzie for 28 yards (tackle by Rudy Ford)",0.000,0.940
3,14:55,1,10,BUF 30,6,6,Devin Singletary up the middle for 5 yards (tackle by Malcom Brown),0.940,1.070
3,14:21,2,5,BUF 35,6,6,Devin Singletary up the middle for 4 yards (tackle by Josh Allen),1.070,0.890
3,13:49,3,1,BUF 39,6,6,Josh Allen pass complete short right to Zack Moss for 13 yards (tackle by Andrew Wingard),0.890,2.390
3,13:10,1,10,JAX 48,6,6,Josh Allen pass incomplete short right,2.390,1.850
3,13:06,2,10,JAX 48,6,6,Josh Allen pass complete short middle to Cole Beasley for 7 yards (tackle by Rudy Ford),1.850,2.080
3,12:18,3,3,JAX 41,6,6,Josh Allen pass complete short middle to Isaiah McKenzie for 9 yards (tackle by Damien Wilson),2.080,3.450
3,11:43,1,10,JAX 32,6,6,Josh Allen pass complete short left to Zack Moss for 5 yards (tackle by Rayshawn Jenkins and K'Lavon Chaisson),3.450,3.580
3,11:01,2,5,JAX 27,6,6,Zack Moss left end for 2 yards (tackle by Rudy Ford),3.580,3.140
3,10:16,3,3,JAX 25,6,6,Josh Allen pass short middle intended for Cole Beasley is intercepted by Rudy Ford at JAC-19 and returned for 8 yards (tackle by Josh Allen),3.140,-0.740
3,10:06,1,10,JAX 27,6,6,Carlos Hyde up the middle for 4 yards (tackle by Levi Wallace and Siran Neal),0.740,0.740
3,9:26,2,6,JAX 31,6,6,Jamal Agnew left end for 11 yards (tackle by Jordan Poyer),0.740,1.730
3,8:47,1,10,JAX 42,6,6,"Trevor Lawrence pass incomplete deep right intended for Marvin Jones. Penalty on Siran Neal: Defensive Pass Interference, 19 yards (accepted) (no play)",1.730,2.980
3,8:41,1,10,BUF 39,6,6,Trevor Lawrence pass complete short right to Chris Manhertz for 9 yards (tackle by Matt Milano and Siran Neal),2.980,3.660
3,8:05,2,1,BUF 30,6,6,"Penalty on Andrew Norwell: False Start, 4 yards (accepted) (no play)",3.660,3.120
3,7:45,2,5,BUF 34,6,6,Carlos Hyde right end for 7 yards (tackle by Tre'Davious White),3.120,3.780
3,7:18,1,10,BUF 27,6,6,Carlos Hyde right end for -1 yards (tackle by Matt Milano),3.780,3.100
3,6:37,2,11,BUF 28,6,6,Trevor Lawrence pass complete short left to Dare Ogunbowale for 4 yards (tackle by Siran Neal),3.100,2.940
3,5:55,3,7,BUF 24,6,6,Trevor Lawrence pass incomplete intended for Dan Arnold,2.940,1.870
3,5:49,4,7,BUF 24,6,6,"Penalty on KC McDermott: False Start, 5 yards (accepted) (no play)",1.870,1.500
3,5:49,4,12,BUF 29,6,6,"Matthew Wright yard field goal no good. Penalty on Taiwan Jones: Running Into the Kicker, 5 yards (accepted) (no play)",1.500,1.870
3,5:45,4,7,BUF 24,6,6,Matthew Wright 42 yard field goal no good,1.870,-1.070
3,5:41,1,10,BUF 32,6,6,"Penalty on Tommy Sweeney: False Start, 5 yards (accepted) (no play)",1.070,0.740
3,5:41,1,15,BUF 27,6,6,Devin Singletary left end for 3 yards (tackle by DaVon Hamilton and Malcom Brown),0.740,0.260
3,5:01,2,12,BUF 30,6,6,Josh Allen sacked by Taven Bryan for -10 yards,0.260,-1.750
3,4:13,3,22,BUF 20,6,6,Josh Allen pass complete deep left to Emmanuel Sanders for 22 yards (tackle by Tyson Campbell),-1.750,1.730
3,3:25,1,10,BUF 42,6,6,"Josh Allen scrambles for no gain (tackle by Damien Wilson). Penalty on Cody Ford: Offensive Holding, 10 yards (accepted) (no play)",1.730,1.070
3,2:56,1,20,BUF 32,6,6,Josh Allen pass incomplete deep middle intended for Cole Beasley,1.070,-0.160
3,2:50,2,20,BUF 32,6,6,Josh Allen pass complete short left to Emmanuel Sanders for 8 yards (tackle by Rudy Ford),-0.160,0.230
3,2:02,3,12,BUF 40,6,6,Josh Allen pass short right intended for Devin Singletary is intercepted by Josh Allen at BUF-41 and returned for 11 yards (tackle by Devin Singletary),0.230,-3.580
3,1:55,1,10,BUF 30,6,6,Trevor Lawrence sacked by and Tre'Davious White for -6 yards and A.J. Epenesa for -6 yards,3.580,2.220
3,1:11,2,16,BUF 36,6,6,Trevor Lawrence pass complete short left to Dan Arnold for 16 yards (tackle by Tremaine Edmunds),2.220,4.240
3,0:32,1,10,BUF 20,6,6,"Penalty on Marvin Jones: False Start, 5 yards (accepted) (no play)",4.240,3.910
3,0:04,1,15,BUF 25,6,6,Trevor Lawrence pass incomplete deep right intended for Carlos Hyde,3.910,3.020
Quarter,Time,Down,ToGo,Location,BUF,JAX,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,15,BUF 25,6,6,Carlos Hyde up the middle for 5 yards (tackle by Siran Neal and Mario Addison),3.020,3.010
4,14:13,3,10,BUF 20,6,6,Trevor Lawrence pass complete short right to Laviska Shenault for 9 yards (tackle by Levi Wallace and Micah Hyde),3.010,2.850
4,13:31,4,1,BUF 11,6,6,Trevor Lawrence up the middle for 3 yards (tackle by Star Lotulelei),2.850,5.370
4,13:17,1,8,BUF 8,6,6,"Penalty on Levi Wallace: Taunting / Defense, 4 yards (accepted) (no play)",5.370,6.280
4,13:04,1,4,BUF 4,6,6,Carlos Hyde left end for 1 yard (tackle by Harrison Phillips and Tremaine Edmunds),6.280,5.530
4,12:25,2,3,BUF 3,6,6,Trevor Lawrence pass incomplete short right intended for Marvin Jones (defended by Levi Wallace),5.530,4.720
4,12:17,3,3,BUF 3,6,6,Trevor Lawrence pass incomplete short left intended for Dan Arnold (defended by Tre'Davious White),4.720,3.040
4,12:13,4,3,BUF 3,6,9,Matthew Wright 21 yard field goal good,3.040,3.000
4,12:10,,,JAX 35,6,9,"Matthew Wright kicks off 66 yards, returned by Isaiah McKenzie for 23 yards (tackle by Nevin Lawson)",0.000,0.410
4,12:05,1,10,BUF 22,6,9,Josh Allen pass complete short right to Stefon Diggs for 12 yards (tackle by Damien Wilson),0.410,1.200
4,11:41,1,10,BUF 34,6,9,Josh Allen pass complete short left to Stefon Diggs for 15 yards (tackle by Rayshawn Jenkins),1.200,2.190
4,11:18,1,10,BUF 49,6,9,Josh Allen pass complete short left to Tommy Sweeney for 3 yards. Tommy Sweeney fumbles (forced by Shaquill Griffin) (tackle by Myles Jack). Tommy Sweeney fumbles out of bounds,2.190,2.050
4,10:49,2,7,JAX 48,6,9,Josh Allen pass incomplete short right intended for Emmanuel Sanders (defended by Rudy Ford),2.050,1.360
4,10:45,3,7,JAX 48,6,9,Josh Allen pass complete to Stefon Diggs for 5 yards (tackle by Shaquill Griffin),1.360,0.400
4,10:04,4,2,JAX 43,6,9,"Penalty on Ike Boettger: False Start, 5 yards (accepted) (no play)",0.400,0.070
4,10:04,4,7,JAX 48,6,9,"Matt Haack punts 48 yards, touchback.",0.070,-0.280
4,9:56,1,10,JAX 20,6,9,Carlos Hyde up the middle for 6 yards (tackle by Tremaine Edmunds and Levi Wallace),0.280,0.540
4,9:13,2,4,JAX 26,6,9,Carlos Hyde up the middle for 2 yards (tackle by Harrison Phillips),0.540,0.100
4,8:34,3,2,JAX 28,6,9,Trevor Lawrence pass incomplete deep right intended for Jamal Agnew (defended by Micah Hyde),0.100,-1.500
4,8:28,4,2,JAX 28,6,9,"Penalty on Ross Matiscik: False Start, 5 yards (accepted) (no play)",-1.500,-1.830
4,8:28,4,7,JAX 23,6,9,Logan Cooke punts 48 yards downed by Ross Matiscik,-1.830,-0.870
4,8:17,1,10,BUF 29,6,9,Josh Allen pass complete short left to Devin Singletary for -2 yards (tackle by Damien Wilson and Tyson Campbell),0.870,0.060
4,7:43,2,12,BUF 27,6,9,Josh Allen pass complete deep middle to Stefon Diggs for 28 yards (tackle by Tyson Campbell),0.060,2.590
4,7:05,1,10,JAX 45,6,9,Josh Allen pass complete short left to Isaiah McKenzie for 1 yard (tackle by Shaquill Griffin),2.590,2.180
4,6:20,2,9,JAX 44,6,9,Josh Allen pass complete short middle to Tommy Sweeney for 7 yards (tackle by Damien Wilson),2.180,2.410
4,5:41,3,2,JAX 37,6,9,"Josh Allen right end for no gain. Josh Allen fumbles (forced by Dawuane Smoot), recovered by Josh Allen at JAC-37 (tackle by Dawuane Smoot)",2.410,-1.400
4,5:30,1,10,JAX 37,6,9,Carlos Hyde up the middle for 8 yards (tackle by Siran Neal),1.400,1.940
4,4:49,2,2,JAX 45,6,9,Carlos Hyde up the middle for 2 yards (tackle by Ed Oliver),1.940,2.060
4,4:02,1,10,JAX 47,6,9,Carlos Hyde left end for no gain (tackle by Tremaine Edmunds),2.060,1.520
4,3:19,2,10,JAX 47,6,9,Trevor Lawrence pass incomplete short right intended for Laquon Treadwell,1.520,0.830
4,3:11,3,10,JAX 47,6,9,Trevor Lawrence pass incomplete deep left intended for Marvin Jones,0.830,-0.260
4,3:06,4,10,JAX 47,6,9,"Logan Cooke punts 33 yards, returned by Isaiah McKenzie for no gain (tackle by Ross Matiscik)",-0.260,-0.280
4,2:59,1,10,BUF 20,6,9,Josh Allen pass incomplete short right intended for Gabriel Davis,0.280,-0.270
4,2:54,2,10,BUF 20,6,9,"Josh Allen pass complete deep left to Emmanuel Sanders for 19 yards (tackle by Rudy Ford) JAX challenged the pass completion ruling, and the play was upheld.",-0.270,1.530
4,2:25,1,10,BUF 39,6,9,Josh Allen pass complete short left to Devin Singletary for 5 yards (tackle by Rudy Ford),1.530,1.660
4,2:02,2,5,BUF 44,6,9,Josh Allen pass complete short left to Devin Singletary for 14 yards (tackle by Josh Allen and Nevin Lawson),1.660,2.790
4,1:52,1,10,JAX 42,6,9,Josh Allen pass complete short middle to Devin Singletary for 3 yards (tackle by Myles Jack),2.790,2.650
4,1:23,2,7,JAX 39,6,9,Josh Allen pass incomplete short left intended for Gabriel Davis,2.650,1.950
4,1:18,3,7,JAX 39,6,9,Josh Allen sacked by Dawuane Smoot for -9 yards,1.950,0.070
4,1:11,,,,,,Timeout #1 by Buffalo Bills,,
4,1:11,,,,,,Timeout #2 by Jacksonville Jaguars,,
4,1:11,4,16,JAX 48,6,9,Josh Allen pass incomplete deep left intended for Stefon Diggs,0.070,-2.130
4,1:02,1,10,JAX 48,6,9,Carlos Hyde up the middle for -2 yards (tackle by Harrison Phillips and Tre'Davious White),2.130,1.310
4,0:58,,,,,,Timeout #2 by Buffalo Bills,,
4,0:58,2,12,JAX 46,6,9,Carlos Hyde up the middle for 3 yards (tackle by Harrison Phillips and Tremaine Edmunds),1.310,1.020
4,0:56,,,,,,Timeout #3 by Buffalo Bills,,
4,0:56,3,9,JAX 49,6,9,Carlos Hyde up the middle for 5 yards (tackle by Levi Wallace),1.020,0.200
4,0:07,4,4,BUF 46,6,9,"Penalty on JAX: Delay of Game, 5 yards (accepted) (no play)",0.200,-0.130
4,0:07,4,9,JAX 49,6,9,Logan Cooke punts 46 yards downed by Lerentee McCray,-0.130,2.190
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
