Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
CeeDee Lamb,DAL,17,13,146,2,9,103,7.9,43,3.3,8.8,1,13.0,0,0.0,1,116.3
Jake Ferguson,DAL,8,6,23,0,1,-8,-1.3,31,5.2,1.4,2,3.0,0,0.0,0,77.1
Jalen Tolbert,DAL,3,3,44,0,1,37,12.3,7,2.3,12.3,0,,0,0.0,0,118.7
Dalvin Cook,DAL,1,1,10,0,1,3,3.0,7,7.0,3.0,0,,0,0.0,0,108.3
Ezekiel Elliott,DAL,1,1,4,0,0,-2,-2.0,6,6.0,-2.0,0,,0,0.0,0,83.3
KaVontae Turpin,DAL,4,1,16,0,1,13,13.0,3,3.0,24.5,0,,1,25.0,1,4.2
Jalen Brooks,DAL,1,0,0,0,,0,,0,,25.0,0,,0,0.0,0,39.6
Brevyn Spann-Ford,DAL,2,0,0,0,,0,,0,,5.5,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
George Kittle,SFO,7,6,128,1,5,57,9.5,71,11.8,10.6,0,,0,0.0,0,158.3
Ricky Pearsall,SFO,4,4,38,0,1,31,7.8,7,1.8,7.8,0,,0,0.0,0,106.2
Deebo Samuel,SFO,7,4,71,0,2,22,5.5,49,12.3,7.0,1,4.0,2,28.6,0,92.0
Isaac Guerendo,SFO,4,3,17,0,1,1,0.3,16,5.3,1.5,0,,0,0.0,0,82.3
Kyle Juszczyk,SFO,1,1,6,0,,3,3.0,3,3.0,3.0,0,,0,0.0,0,91.7
Ronnie Bell,SFO,1,0,0,0,,0,,0,,-2.0,0,,0,0.0,0,39.6
Chris Conley,SFO,1,0,0,0,,0,,0,,18.0,0,,0,0.0,0,39.6
